CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;ENTIDADE_RESPONSAVEL;UNIDADE_INSCRICAO;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGTSBU9602502;Em cobrança;AJUIZADA;Contribuições FGTS;27/08/1996;SIM;4408.33;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGTSBU9602569;Em cobrança;AJUIZADA;Contribuições FGTS;23/09/1996;SIM;11238.23;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGTSBU9602570;Em cobrança;AJUIZADA;Contribuições FGTS;23/09/1996;SIM;62826.41;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGTSBU9602568;Em cobrança;AJUIZADA;Contribuições FGTS;23/09/1996;SIM;314252.84;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGSP200102877;Em cobrança;AJUIZADA;Contribuições FGTS;03/07/2001;SIM;869.72;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGSP200102878;Em cobrança;AJUIZADA;Contribuições FGTS;03/07/2001;SIM;11132.57;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGSP200102879;Em cobrança;AJUIZADA;Contribuições FGTS;03/07/2001;SIM;111420.36;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGSP199702368;Em cobrança;AJUIZADA;Contribuições FGTS;07/07/1997;SIM;484585.86;FGTS
45.029.303/0001-75;Pessoa jurídica;Principal;ESPORTE CLUBE NOROESTE;NA;Não se Aplica;CAIXA;BAURU;FGSP199702779;Em cobrança;AJUIZADA;Contribuições FGTS;14/08/1997;SIM;476642.72;FGTS
55.752.034/0001-24;Pessoa jurídica;Principal;ANDRADINA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;ARACATUBA;FGTSBU9710241;Em cobrança;AJUIZADA;Contribuições FGTS;25/02/1997;SIM;65279.94;FGTS
55.752.034/0001-24;Pessoa jurídica;Principal;ANDRADINA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;ARACATUBA;FGTSBU9710240;Em cobrança;AJUIZADA;Contribuições FGTS;25/02/1997;SIM;23920.77;FGTS
55.752.034/0001-24;Pessoa jurídica;Principal;ANDRADINA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;ARACATUBA;FGSP200201108;Em cobrança;AJUIZADA;Contribuições FGTS;19/03/2002;SIM;8037.98;FGTS
17.309.394/0001-67;Pessoa jurídica;Principal;INTERPASS CLUB INTERNATIONAL VACATION PASSPORT CLUB;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200200008;Em cobrança;AJUIZADA;Contribuições FGTS;03/01/2002;SIM;10249.92;FGTS
46.072.179/0001-93;Pessoa jurídica;Principal;GUARANI FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP200500485;Em cobrança;AJUIZADA;Contribuições FGTS;22/06/2005;SIM;5158255.78;FGTS
46.072.179/0001-93;Pessoa jurídica;Principal;GUARANI FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP199900291;Em cobrança;AJUIZADA;Contribuições FGTS;19/01/1999;SIM;436558.84;FGTS
46.072.179/0001-93;Pessoa jurídica;Principal;GUARANI FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP200900959;Em cobrança;AJUIZADA;Contribuições FGTS;05/02/2009;SIM;3307699.84;FGTS
03.917.655/0001-17;Pessoa jurídica;Principal;BARRA DO GARCAS FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;MATO GROSSO;FGMT201400174;Em cobrança;AJUIZADA;Contribuições FGTS;09/06/2014;SIM;280403.45;FGTS
44.050.045/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE SANTO ANDRE;NA;Não se Aplica;CAIXA;SANTO ANDRE;FGSP199901015;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;19/02/1999;SIM;18685.37;FGTS
44.050.045/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE SANTO ANDRE;NA;Não se Aplica;CAIXA;SANTO ANDRE;FGSP199801380;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;19/02/1998;SIM;48502.00;FGTS
17.217.977/0001-68;Pessoa jurídica;Principal;CLUBE ATLETICO MINEIRO;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200200566;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;28/03/2002;SIM;3540308.49;FGTS
17.217.977/0001-68;Pessoa jurídica;Principal;CLUBE ATLETICO MINEIRO;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG201800902;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;28/06/2018;SIM;49489.69;FGTS
17.309.394/0002-48;Pessoa jurídica;Principal;INTERPASS CLUB INTERNATIONAL VACATION PASSPORT CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200000453;Em cobrança;AJUIZADA;Contribuições FGTS;15/09/2000;SIM;266734.91;FGTS
17.309.394/0002-48;Pessoa jurídica;Principal;INTERPASS CLUB INTERNATIONAL VACATION PASSPORT CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200000549;Em cobrança;AJUIZADA;Contribuições FGTS;18/09/2000;SIM;209978.62;FGTS
17.309.394/0002-48;Pessoa jurídica;Principal;INTERPASS CLUB INTERNATIONAL VACATION PASSPORT CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGTSRJ9600259;Em cobrança;AJUIZADA;Contribuições FGTS;31/12/1996;SIM;87699.60;FGTS
18.383.802/0001-93;Pessoa jurídica;Principal;FERROVIARIO ATLETICO CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200500243;Em cobrança;AJUIZADA;Contribuições FGTS;12/07/2005;SIM;11800.97;FGTS
17.309.394/0036-97;Pessoa jurídica;Principal;INTERPASS CLUB INTERNATIONAL VACATION PASSPORT CLUB;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES199700133;Em cobrança;AJUIZADA;Contribuições FGTS;25/06/1997;SIM;8271.45;FGTS
04.886.651/0001-81;Pessoa jurídica;Principal;IATE CLUBE DO PARA;NA;Não se Aplica;CAIXA;PARA;FGPA200200437;Em cobrança;AJUIZADA;Contribuições FGTS;23/05/2002;SIM;4316.11;FGTS
04.886.651/0001-81;Pessoa jurídica;Principal;IATE CLUBE DO PARA;NA;Não se Aplica;CAIXA;PARA;FGPA200500005;Em cobrança;AJUIZADA;Contribuições FGTS;24/03/2005;SIM;450228.06;FGTS
04.886.651/0001-81;Pessoa jurídica;Principal;IATE CLUBE DO PARA;NA;Não se Aplica;CAIXA;PARA;FGPA200200280;Em cobrança;AJUIZADA;Contribuições FGTS;28/02/2002;SIM;64569.62;FGTS
08.145.021/0001-07;Pessoa jurídica;Principal;CLUBE NAUTICO CAPIBARIBE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE201800178;Em cobrança;AJUIZADA;Contribuições FGTS;25/09/2018;SIM;231187.01;FGTS
08.145.021/0001-07;Pessoa jurídica;Principal;CLUBE NAUTICO CAPIBARIBE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE201000570;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;30/07/2010;SIM;1097506.56;FGTS
08.145.021/0001-07;Pessoa jurídica;Principal;CLUBE NAUTICO CAPIBARIBE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE201000545;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;14/06/2010;SIM;538890.47;FGTS
08.145.021/0001-07;Pessoa jurídica;Principal;CLUBE NAUTICO CAPIBARIBE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGTSPE9600210;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;02/12/1996;SIM;13315.69;FGTS
08.145.021/0001-07;Pessoa jurídica;Principal;CLUBE NAUTICO CAPIBARIBE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200700202;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;29/03/2007;SIM;80254.48;FGTS
08.145.021/0001-07;Pessoa jurídica;Principal;CLUBE NAUTICO CAPIBARIBE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE199900007;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;18/02/1999;SIM;131343.40;FGTS
08.145.021/0001-07;Pessoa jurídica;Principal;CLUBE NAUTICO CAPIBARIBE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200100595;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;19/06/2001;SIM;349489.53;FGTS
43.431.592/0001-09;Pessoa jurídica;Principal;CLUB ADAMUS DE VOLEIBOL;NA;Não se Aplica;CAIXA;3ª REGIÃO;FGSP201102010;Em cobrança;AJUIZADA;Contribuições FGTS;17/06/2011;SIM;14409.43;FGTS
87.463.733/0001-40;Pessoa jurídica;Principal;GREMIO ESPORTIVO BAGE;NA;Não se Aplica;CAIXA;BAGE;FGRS199900153;Em cobrança;AJUIZADA;Contribuições FGTS;19/01/1999;SIM;17371.78;FGTS
00.105.771/0001-43;Pessoa jurídica;Principal;PONTA GROSSA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;PARANA;FGPR200000709;Em cobrança;AJUIZADA;Contribuições FGTS;24/11/2000;SIM;16650.57;FGTS
00.105.771/0001-43;Pessoa jurídica;Principal;PONTA GROSSA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;PONTA GROSSA;FGPR201400074;Em cobrança;AJUIZADA;Contribuições FGTS;27/01/2014;SIM;4182.80;FGTS
58.214.719/0001-05;Pessoa jurídica;Principal;CLUBE DE REGATAS VASCO DA GAMA;NA;Não se Aplica;CAIXA;SANTOS;FGSP201604217;Em cobrança;AJUIZADA;Contribuições FGTS;27/06/2016;SIM;55912.26;FGTS
03.917.549/0001-33;Pessoa jurídica;Principal;CLUBE BALNEARIO PEIXINHO;NA;Não se Aplica;CAIXA;MATO GROSSO;FGMT199800079;Em cobrança;AJUIZADA;Contribuições FGTS;27/07/1998;SIM;2906.63;FGTS
03.917.549/0001-33;Pessoa jurídica;Principal;CLUBE BALNEARIO PEIXINHO;NA;Não se Aplica;CAIXA;MATO GROSSO;FGMT200200153;Em cobrança;AJUIZADA;Contribuições FGTS;16/07/2002;SIM;12305.40;FGTS
27.472.596/0001-89;Pessoa jurídica;Principal;CLUBE MATA DO LAGO;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES200000345;Em cobrança;AJUIZADA;Contribuições FGTS;28/12/2000;SIM;5194.28;FGTS
02.802.373/0001-01;Pessoa jurídica;Principal;UNIVERSIDADE SPORT CLUB;NA;Não se Aplica;CAIXA;4ª REGIÃO;FGRS201000489;Em cobrança;AJUIZADA;Contribuições FGTS;13/04/2010;SIM;565766.57;FGTS
07.869.985/0001-35;Pessoa jurídica;Principal;ASSOCIACAO ESPORTIVA TIRADENTES;NA;Não se Aplica;CAIXA;CEARA;FGCE199700085;Em cobrança;AJUIZADA;Contribuições FGTS;13/10/1997;SIM;24136.02;FGTS
07.869.985/0001-35;Pessoa jurídica;Principal;ASSOCIACAO ESPORTIVA TIRADENTES;NA;Não se Aplica;CAIXA;CEARA;FGCE199800312;Em cobrança;AJUIZADA;Contribuições FGTS;17/08/1998;SIM;313531.06;FGTS
95.627.642/0001-21;Pessoa jurídica;Principal;CLUBE DE ATIRADORES SANTAMARIENSE;NA;Não se Aplica;CAIXA;SANTA MARIA;FGRS201200135;Em cobrança;AJUIZADA;Contribuições FGTS;27/02/2012;SIM;19670.05;FGTS
30.349.393/0001-04;Pessoa jurídica;Principal;MAGE TENIS CLUBE;NA;Não se Aplica;CAIXA;NITEROI;FGRJ201401786;Em cobrança;AJUIZADA;Contribuições FGTS;10/11/2014;SIM;41009.66;FGTS
51.965.861/0001-45;Pessoa jurídica;Principal;LONG LIFE SC LTDA.;NA;Não se Aplica;CAIXA;3ª REGIÃO;FGSP199903402;Em cobrança;AJUIZADA;Contribuições FGTS;18/06/1999;SIM;4413.42;FGTS
51.965.861/0001-45;Pessoa jurídica;Principal;LONG LIFE SC LTDA.;NA;Não se Aplica;CAIXA;3ª REGIÃO;FGTSSP9600050;Em cobrança;AJUIZADA;Contribuições FGTS;26/03/1996;SIM;4773.79;FGTS
47.520.747/0001-34;Pessoa jurídica;Principal;CLUBE RECREATIVO HIGIENOPOLIS;NA;Não se Aplica;CAIXA;SAO JOSE DO RIO PRETO;FGTSBU9602482;Em cobrança;AJUIZADA;Contribuições FGTS;26/08/1996;SIM;6366.61;FGTS
34.029.587/0001-83;Pessoa jurídica;Principal;BOTAFOGO DE FUTEBOL E REGATAS;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ201900918;Em cobrança;AJUIZADA;Contribuições FGTS;31/05/2019;SIM;1410353.70;FGTS
34.029.587/0001-83;Pessoa jurídica;Principal;BOTAFOGO DE FUTEBOL E REGATAS;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ201101290;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;22/12/2011;SIM;56500.83;FGTS
34.029.587/0001-83;Pessoa jurídica;Principal;BOTAFOGO DE FUTEBOL E REGATAS;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ201300559;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;11/04/2013;SIM;2915213.92;FGTS
34.029.587/0001-83;Pessoa jurídica;Principal;BOTAFOGO DE FUTEBOL E REGATAS;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200200260;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;25/07/2002;SIM;14548673.44;FGTS
33.151.317/0001-88;Pessoa jurídica;Principal;CAMPO GRANDE PRAIA CLUBE;NA;Não se Aplica;CAIXA;MATO GROSSO DO SUL;FGMS200000205;Em cobrança;AJUIZADA;Contribuições FGTS;01/09/2000;SIM;5452.24;FGTS
33.151.317/0001-88;Pessoa jurídica;Principal;CAMPO GRANDE PRAIA CLUBE;NA;Não se Aplica;CAIXA;MATO GROSSO DO SUL;FGMS199900118;Em cobrança;AJUIZADA;Contribuições FGTS;17/06/1999;SIM;5419.48;FGTS
03.821.642/0001-40;Pessoa jurídica;Principal;ESPORTE CLUBE TAVEIROPOLIS;NA;Não se Aplica;CAIXA;MATO GROSSO DO SUL;FGMS199700009;Em cobrança;AJUIZADA;Contribuições FGTS;22/05/1997;SIM;84622.08;FGTS
34.351.080/0001-41;Pessoa jurídica;Principal;GRAJAU COUNTRY CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ201002023;Em cobrança;AJUIZADA;Contribuições FGTS;30/07/2010;SIM;23012.15;FGTS
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;ILHEUS;FGBA200100178;Em cobrança;AJUIZADA;Contribuições FGTS;18/05/2001;SIM;14485.69;FGTS
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;ILHEUS;FGBA200100096;Em cobrança;AJUIZADA;Contribuições FGTS;27/03/2001;SIM;19469.53;FGTS
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;ILHEUS;FGBA199700102;Em cobrança;AJUIZADA;Contribuições FGTS;29/07/1997;SIM;131882.83;FGTS
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;ILHEUS;FGBA200000709;Em cobrança;AJUIZADA;Contribuições FGTS;11/12/2000;SIM;25205.05;FGTS
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;ILHEUS;FGTSBA9600508;Em cobrança;AJUIZADA;Contribuições FGTS;13/12/1996;SIM;64541.43;FGTS
08.277.931/0001-43;Pessoa jurídica;Principal;GREMIO RECREATIVO DOS EMPREGADOS APOSENTADOS E EXEMPREGADOS EM TELECOMUNICACOES NO ESTADO DO RIO GRANDE DO NORTE  GRET;NA;Não se Aplica;CAIXA;RIO GRANDE DO NORTE;FGRN201300160;Em cobrança;AJUIZADA;Contribuições FGTS;09/09/2013;SIM;1810.17;FGTS
08.277.931/0001-43;Pessoa jurídica;Principal;GREMIO RECREATIVO DOS EMPREGADOS APOSENTADOS E EXEMPREGADOS EM TELECOMUNICACOES NO ESTADO DO RIO GRANDE DO NORTE  GRET;NA;Não se Aplica;CAIXA;RIO GRANDE DO NORTE;FGRN201700568;Em cobrança;AJUIZADA;Contribuições FGTS;29/09/2017;SIM;39842.39;FGTS
42.306.647/0001-96;Pessoa jurídica;Principal;IRAJA ATLETICO CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200103191;Em cobrança;AJUIZADA;Contribuições FGTS;27/09/2001;SIM;13911.64;FGTS
54.702.535/0001-33;Pessoa jurídica;Principal;ESPORTE CLUBE LEONICO;NA;Não se Aplica;CAIXA;BAURU;FGSP200302157;Em cobrança;AJUIZADA;Contribuições FGTS;07/11/2003;SIM;13987.44;FGTS
01.875.673/0001-58;Pessoa jurídica;Principal;SEC  SORRISO ESPORTE CLUB;NA;Não se Aplica;CAIXA;MATO GROSSO;FGMT201300898;Em cobrança;AJUIZADA;Contribuições FGTS;13/09/2013;SIM;55887.15;FGTS
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;NA;Não se Aplica;CAIXA;BAHIA;FGBA201301318;Em cobrança;AJUIZADA;Contribuições FGTS;30/12/2013;SIM;200689.92;FGTS
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;NA;Não se Aplica;CAIXA;BAHIA;FGBA200700017;Em cobrança;AJUIZADA;Contribuições FGTS;03/04/2007;SIM;5590.85;FGTS
75.425.124/0001-18;Pessoa jurídica;Principal;ADERE FOZ  ASSOCIACAO DESPORTIVA E RECREATIVA FOZ FUTEBOL;NA;Não se Aplica;CAIXA;FOZ DO IGUACU;FGPR200100432;Em cobrança;AJUIZADA;Contribuições FGTS;14/05/2001;SIM;16734.90;FGTS
00.006.791/0001-67;Pessoa jurídica;Principal;COUNTRY CLUBE DE RIO VERDE;NA;Não se Aplica;CAIXA;RIO VERDE;FGGO199700416;Em cobrança;AJUIZADA;Contribuições FGTS;03/07/1997;SIM;414.56;FGTS
00.006.791/0001-67;Pessoa jurídica;Principal;COUNTRY CLUBE DE RIO VERDE;NA;Não se Aplica;CAIXA;GOIAS;FGGO200000024;Em cobrança;AJUIZADA;Contribuições FGTS;21/08/2000;SIM;991.60;FGTS
02.421.161/0001-84;Pessoa jurídica;Principal;ALOHA HABITAT PARK SC LTDA;NA;Não se Aplica;CAIXA;MARINGA;FGPR200800954;Em cobrança;AJUIZADA;Contribuições FGTS;02/09/2008;SIM;3655.19;FGTS
42.266.064/0001-89;Pessoa jurídica;Principal;PAVUNENSE FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ201002239;Em cobrança;AJUIZADA;Contribuições FGTS;13/08/2010;SIM;3146.70;FGTS
33.672.205/0020-35;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;SANTOS;FGSP199901155;Em cobrança;AJUIZADA;Contribuições FGTS;24/02/1999;SIM;76862.72;FGTS
33.672.205/0020-35;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;SANTOS;FGSP201402193;Em cobrança;AJUIZADA;Contribuições FGTS;30/10/2014;SIM;24005.10;FGTS
16.764.334/0001-71;Pessoa jurídica;Principal;GUARANI ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG201400137;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;05/02/2014;SIM;13026.03;FGTS
16.764.334/0001-71;Pessoa jurídica;Principal;GUARANI ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200902154;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;09/11/2009;SIM;441.28;FGTS
07.884.844/0001-91;Pessoa jurídica;Principal;CALOUROS DO AR FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CEARA;FGCE199900014;Em cobrança;AJUIZADA;Contribuições FGTS;05/01/1999;SIM;38325.54;FGTS
95.626.081/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE INTERNACIONAL;NA;Não se Aplica;CAIXA;SANTA MARIA;FGRS199900111;Em cobrança;AJUIZADA;Contribuições FGTS;15/01/1999;SIM;7510.80;FGTS
95.626.081/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE INTERNACIONAL;NA;Não se Aplica;CAIXA;SANTA MARIA;FGRS199902236;Em cobrança;AJUIZADA;Contribuições FGTS;23/11/1999;SIM;12035.76;FGTS
95.626.081/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE INTERNACIONAL;NA;Não se Aplica;CAIXA;SANTA MARIA;FGRS199800807;Em cobrança;AJUIZADA;Contribuições FGTS;14/08/1998;SIM;73376.58;FGTS
50.981.828/0001-46;Pessoa jurídica;Principal;ASSOCIACAO ESPORTIVA JUNDIAIENSE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP200500949;Em cobrança;AJUIZADA;Contribuições FGTS;22/12/2005;SIM;12845.03;FGTS
50.981.828/0001-46;Pessoa jurídica;Principal;ASSOCIACAO ESPORTIVA JUNDIAIENSE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP200802357;Em cobrança;AJUIZADA;Contribuições FGTS;25/04/2008;SIM;25868.64;FGTS
44.573.616/0001-27;Pessoa jurídica;Principal;TUPA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;MARILIA;FGSP200005318;Em cobrança;AJUIZADA;Contribuições FGTS;26/09/2000;SIM;16870.71;FGTS
44.573.616/0001-27;Pessoa jurídica;Principal;TUPA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;MARILIA;FGTSBU9602362;Em cobrança;AJUIZADA;Contribuições FGTS;24/07/1996;SIM;343654.14;FGTS
75.231.985/0001-65;Pessoa jurídica;Principal;LONDRINA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;LONDRINA;FGPR200000371;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;28/07/2000;SIM;114911.91;FGTS
75.231.985/0001-65;Pessoa jurídica;Principal;LONDRINA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;LONDRINA;FGPR200000372;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;28/07/2000;SIM;75208.07;FGTS
75.231.985/0001-65;Pessoa jurídica;Principal;LONDRINA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;LONDRINA;FGPR199800763;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/12/1998;SIM;128470.12;FGTS
75.231.985/0001-65;Pessoa jurídica;Principal;LONDRINA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;LONDRINA;FGPR200000370;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;28/07/2000;SIM;929738.52;FGTS
75.231.985/0001-65;Pessoa jurídica;Principal;LONDRINA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;LONDRINA;FGPR200900620;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/12/2009;SIM;381270.11;FGTS
75.231.985/0001-65;Pessoa jurídica;Principal;LONDRINA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;LONDRINA;FGPR199800406;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;18/08/1998;SIM;177584.78;FGTS
13.728.928/0001-39;Pessoa jurídica;Principal;ASSOCIACAO DOS FUNCIONARIOS DA CEPLAC;NA;Não se Aplica;CAIXA;ILHEUS;FGBA200100085;Em cobrança;AJUIZADA;Contribuições FGTS;06/03/2001;SIM;22437.15;FGTS
13.728.928/0001-39;Pessoa jurídica;Principal;ASSOCIACAO DOS FUNCIONARIOS DA CEPLAC;NA;Não se Aplica;CAIXA;ILHEUS;FGBA200000121;Em cobrança;AJUIZADA;Contribuições FGTS;31/07/2000;SIM;4209.87;FGTS
13.728.928/0001-39;Pessoa jurídica;Principal;ASSOCIACAO DOS FUNCIONARIOS DA CEPLAC;NA;Não se Aplica;CAIXA;BAHIA;FGBA200300075;Em cobrança;AJUIZADA;Contribuições FGTS;14/05/2003;SIM;654.55;FGTS
91.557.066/0001-32;Pessoa jurídica;Principal;VALVERDE PRAIA CLUBE;NA;Não se Aplica;CAIXA;PELOTAS;FGTSRS9600412;Em cobrança;AJUIZADA;Contribuições FGTS;11/11/1996;SIM;367.02;FGTS
91.557.066/0001-32;Pessoa jurídica;Principal;VALVERDE PRAIA CLUBE;NA;Não se Aplica;CAIXA;PELOTAS;FGTSRS9600410;Em cobrança;AJUIZADA;Contribuições FGTS;11/11/1996;SIM;2249.33;FGTS
91.557.066/0001-32;Pessoa jurídica;Principal;VALVERDE PRAIA CLUBE;NA;Não se Aplica;CAIXA;PELOTAS;FGTSRS9600411;Em cobrança;AJUIZADA;Contribuições FGTS;11/11/1996;SIM;5312.50;FGTS
91.557.066/0001-32;Pessoa jurídica;Principal;VALVERDE PRAIA CLUBE;NA;Não se Aplica;CAIXA;PELOTAS;FGRS200200725;Em cobrança;AJUIZADA;Contribuições FGTS;15/05/2002;SIM;11141.96;FGTS
91.557.066/0001-32;Pessoa jurídica;Principal;VALVERDE PRAIA CLUBE;NA;Não se Aplica;CAIXA;PELOTAS;FGRS200200047;Em cobrança;AJUIZADA;Contribuições FGTS;07/01/2002;SIM;4043.38;FGTS
07.951.247/0001-32;Pessoa jurídica;Principal;CLUBE DO MEDICO;NA;Não se Aplica;CAIXA;CEARA;FGCE201600676;Em cobrança;AJUIZADA;Contribuições FGTS;04/11/2016;SIM;2573.04;FGTS
07.951.247/0001-32;Pessoa jurídica;Principal;CLUBE DO MEDICO;NA;Não se Aplica;CAIXA;CEARA;FGCE201000136;Em cobrança;AJUIZADA;Contribuições FGTS;08/04/2010;SIM;4428.39;FGTS
07.251.440/0001-60;Pessoa jurídica;Principal;NAUTICO ATLETICO CEARENSE;NA;Não se Aplica;CAIXA;CEARA;FGCE201700108;Em cobrança;AJUIZADA;Contribuições FGTS;31/03/2017;SIM;102232.81;FGTS
00.376.475/0001-87;Pessoa jurídica;Principal;TAGUATINGA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF199800576;Em cobrança;AJUIZADA;Contribuições FGTS;09/11/1998;SIM;9339.88;FGTS
